customer_id,order_date,year,month,category,quantity,discount_pct,shipping_fee_usd,total_amount_usd,customer_rating,is_repeat_customer,age,membership_tier,total_spend_usd,total_orders,avg_order_value_usd,revenue_usd,orders,unique_customers
C06111,2024-04-10,2024,4,Clothing & Apparel,1,0,9.99,59.43,4.1,1,44,Free,2129.24,35,70.75,33388.59,295,291
C00293,2022-05-28,2022,5,Toys & Games,1,0,3.99,26.06,4.1,0,28,Gold,989.76,16,62.7,32317.62,254,249
C05874,2025-04-26,2025,4,Health & Wellness,1,15,0,8.77,4.8,0,52,Free,248.91,5,44.48,31374.44,264,258
C03278,2021-09-11,2021,9,Clothing & Apparel,5,0,3.99,207.1,4.4,0,18,Gold,1831.08,9,221.74,30858.17,263,256
C02535,2022-12-19,2022,12,Electronics,3,0,9.99,573.26,4,1,23,Free,148.97,1,154.44,34494.54,281,275
C02175,2022-01-11,2022,1,Jewelry & Accessories,4,15,0,318.87,4.9,0,37,Free,3190.62,54,58.57,35008.98,290,284
C01830,2020-09-29,2020,9,Electronics,1,0,9.99,121.31,4.1,0,40,Free,4070.19,16,280.06,34467.9,241,237
C03196,2024-01-07,2024,1,Beauty & Personal Care,2,0,0,44.48,4.1,0,28,Free,1862.84,10,203.05,31774.33,276,268
C05917,2021-11-22,2021,11,Electronics,1,40,0,142.57,3.9,1,33,Free,196.27,4,47,31966,260,254
C01864,2021-09-04,2021,9,Sports & Outdoors,1,0,0,45.86,4.1,1,31,Platinum,367.88,11,35.8,30858.17,263,256
C07347,2024-11-23,2024,11,Clothing & Apparel,1,0,0,50.46,3.7,1,28,Free,1911.74,32,65.51,34159.4,260,254
C00977,2025-03-19,2025,3,Electronics,1,15,4.99,61.32,2.7,0,29,Platinum,4092.66,24,166.23,38073.94,302,301
C07406,2024-12-11,2024,12,Books,2,0,3.99,63.08,4.1,1,23,Free,1236.43,27,46.94,31629.3,263,259
C04417,2025-04-30,2025,4,Sports & Outdoors,2,20,4.99,49.88,3.8,0,18,Free,414.9,4,103.25,31374.44,264,258
C04971,2020-08-23,2020,8,Health & Wellness,1,0,6.99,14.92,4.1,1,37,Free,126.61,7,20.78,35804.39,289,284
C05825,2020-07-19,2020,7,Electronics,1,0,6.99,120.72,4.1,0,18,Free,376.59,22,17.29,31542.99,266,261
C02343,2025-10-17,2025,10,Home & Kitchen,3,0,9.99,300.6,4.1,0,28,Silver,2134.85,53,46.31,39940.71,287,282
C06444,2022-07-02,2022,7,Office Supplies,2,0,3.99,120.94,4.1,1,34,Free,387.16,14,32.11,31442.92,263,260
C04732,2021-07-14,2021,7,Travel & Luggage,2,5,3.99,384.65,4.1,1,35,Free,40.62,1,39.8,33495.74,275,270
C03297,2020-03-23,2020,3,Electronics,1,0,4.99,158.26,4.1,1,29,Silver,178.76,5,33.81,32642.23,258,254
C06884,2023-06-30,2023,6,Food & Grocery,1,0,3.99,33.31,4.1,0,25,Free,850.79,33,28.09,34020.34,275,272
C03990,2025-07-17,2025,7,Electronics,3,0,3.99,1007.86,4.1,1,23,Free,877.78,15,59.58,41236.16,269,267
C07362,2022-03-23,2022,3,Electronics,1,0,3.99,198.23,4.1,1,40,Free,456.05,9,50.94,31024.2,260,256
C04589,2023-07-03,2023,7,Books,1,0,6.99,33.78,4,0,36,Gold,6286.34,34,168.08,33716.87,263,258
C07637,2026-03-01,2026,3,Electronics,1,10,0,56.11,4.2,0,51,Free,311.17,8,38.71,32872.17,266,261
C06181,2021-11-27,2021,11,Travel & Luggage,1,0,0,70,4.2,1,48,Gold,533.87,6,79.13,31966,260,254
C00456,2026-01-07,2026,1,Books,1,0,0,23.87,4.1,1,19,Free,561.79,6,97.52,44793.18,316,309
C03675,2022-10-14,2022,10,Automotive,1,0,0,73.51,4.1,1,40,Free,165.69,4,43.28,39203.31,307,301
C00341,2021-11-27,2021,11,Books,1,0,3.99,23.21,2.3,0,23,Free,5196.42,44,109.12,31966,260,254
C03646,2021-07-30,2021,7,Toys & Games,1,0,6.99,41.26,4.1,1,19,Free,13434.58,37,344.45,33495.74,275,270
C06954,2021-03-04,2021,3,Sports & Outdoors,1,0,0,65.89,3.9,0,47,Silver,3525.31,12,260.36,36891.43,292,285
C02178,2025-10-21,2025,10,Toys & Games,1,10,9.99,44.7,4.2,0,41,Silver,1209.34,15,80.88,39940.71,287,282
C06831,2025-11-17,2025,11,Electronics,2,0,3.99,178.87,4.5,1,27,Silver,187.97,4,47.06,28149.83,240,240
C03385,2021-01-08,2021,1,Books,1,10,6.99,47.13,4.1,0,29,Free,2037.83,24,92.15,31245.22,281,278
C03294,2024-07-09,2024,7,Automotive,1,5,0,70.54,3.5,0,25,Free,884.45,12,66.71,33667.59,286,283
C03921,2022-08-05,2022,8,Sports & Outdoors,1,0,6.99,127.88,4.4,1,35,Free,5224.51,46,100.73,35474.91,277,274
C05260,2021-04-19,2021,4,Electronics,2,20,3.99,131.34,4.4,0,18,Gold,602.78,21,33.22,30250.04,245,241
C03956,2024-10-31,2024,10,Toys & Games,1,0,9.99,32.37,4.1,0,55,Free,509.12,5,108.34,31867.25,285,278
C03627,2025-02-07,2025,2,Home & Kitchen,5,0,4.99,332.81,4.1,0,22,Free,607.77,8,86.44,29197.88,255,255
C00966,2023-07-20,2023,7,Food & Grocery,2,30,4.99,58.77,4.1,0,50,Platinum,8272.14,19,402.74,33716.87,263,258
C07503,2020-12-17,2020,12,Electronics,1,0,3.99,218.48,4.4,0,31,Silver,85.41,1,86.42,39996.64,303,294
C07846,2024-12-05,2024,12,Clothing & Apparel,1,25,4.99,53.93,4.1,1,32,Free,1153.56,30,41.25,31629.3,263,259
C06462,2023-11-17,2023,11,Electronics,1,15,4.99,51.56,4.1,1,56,Free,165.07,8,22.69,34414.38,265,262
C03099,2020-04-19,2020,4,Clothing & Apparel,2,0,6.99,160.37,4.1,0,18,Gold,1072.83,19,50.96,34865.39,281,275
C00511,2021-02-15,2021,2,Food & Grocery,1,0,0,26.06,4.4,1,19,Free,83.13,2,41.33,30976.31,257,250
C05437,2024-03-12,2024,3,Jewelry & Accessories,1,15,3.99,127.32,4.5,1,34,Gold,511.78,3,164.24,38111.12,301,297
C02341,2020-12-22,2020,12,Electronics,1,0,6.99,149.11,4.1,0,18,Silver,331.84,25,13.32,39996.64,303,294
C04370,2022-10-25,2022,10,Toys & Games,1,0,0,57.5,2.7,0,35,Silver,2932.69,13,236.54,39203.31,307,301
C07829,2020-08-12,2020,8,Jewelry & Accessories,1,40,0,30.55,4.1,1,28,Free,200.58,3,75.83,35804.39,289,284
C02193,2024-06-09,2024,6,Toys & Games,2,0,0,101.21,3.8,0,38,Free,1518.37,5,292.68,31217.29,264,258
C07109,2025-01-24,2025,1,Clothing & Apparel,1,0,0,60.88,4.1,1,22,Gold,135.85,3,53.12,32012.75,255,249
C03860,2026-03-04,2026,3,Travel & Luggage,1,0,3.99,123.93,4.1,0,34,Free,65.6,1,73.13,32872.17,266,261
C07256,2022-03-21,2022,3,Food & Grocery,1,0,0,15.37,4.3,0,18,Free,255.55,15,17.36,31024.2,260,256
C05026,2023-12-05,2023,12,Home & Kitchen,2,10,6.99,72.56,4.1,0,48,Free,525.01,6,78.97,32063.21,272,267
C01827,2025-08-16,2025,8,Travel & Luggage,1,40,3.99,68.08,3.4,0,44,Free,1206.77,9,139.12,34388.76,290,286
C03319,2022-09-18,2022,9,Clothing & Apparel,1,0,9.99,32.59,4.1,0,49,Silver,110.9,2,55.06,33303.4,273,268
C02793,2025-05-01,2025,5,Home & Kitchen,1,10,4.99,276.3,3.9,1,39,Platinum,648.51,18,31.54,36208.38,287,283
C06879,2024-05-31,2024,5,Electronics,4,0,9.99,199.26,4,1,35,Free,6882.12,32,196.88,29911.52,260,252
C03120,2022-08-25,2022,8,Books,3,10,0,131.6,4.1,0,30,Free,124.55,3,45.26,35474.91,277,274
C01957,2021-11-14,2021,11,Clothing & Apparel,1,10,4.99,78.73,4.1,1,35,Gold,14798.39,65,216.15,31966,260,254
C00842,2023-09-07,2023,9,Beauty & Personal Care,2,0,6.99,80.57,4.1,1,55,Free,7029.76,62,115.27,33957.89,257,255
C05125,2022-09-22,2022,9,Books,4,0,9.99,134.32,3.7,0,57,Silver,113.04,1,107.81,33303.4,273,268
C07077,2026-02-24,2026,2,Sports & Outdoors,3,0,4.99,198.6,4.1,0,52,Free,22.12,1,23.99,38488.48,254,251
C01964,2020-06-05,2020,6,Clothing & Apparel,1,0,0,36.04,4.1,1,46,Silver,436.47,9,49.59,31689.22,258,256
C07983,2026-01-31,2026,1,Automotive,1,0,0,44.35,4.1,1,39,Free,22.98,1,20.78,44793.18,316,309
C05120,2020-02-16,2020,2,Home & Kitchen,1,0,4.99,43.16,4.1,1,30,Silver,636.02,4,162.89,34304.78,268,263
C04164,2024-04-06,2024,4,Clothing & Apparel,1,0,0,58.09,4.1,1,34,Free,1074.65,12,97.26,33388.59,295,291
C07032,2020-02-04,2020,2,Jewelry & Accessories,3,0,6.99,421.71,4.1,1,33,Silver,78.5,5,14.13,34304.78,268,263
C02245,2020-07-20,2020,7,Sports & Outdoors,5,20,9.99,170.94,4.4,1,60,Gold,1462.25,11,134.87,31542.99,266,261
C07305,2021-09-30,2021,9,Pet Supplies,1,10,6.99,44.48,4.5,1,19,Gold,1400.77,9,156.67,30858.17,263,256
C00079,2021-07-12,2021,7,Beauty & Personal Care,1,0,0,36.72,4.1,1,27,Platinum,4010.12,19,211.07,33495.74,275,270
C07114,2024-07-09,2024,7,Electronics,5,0,6.99,919.97,4.1,1,52,Free,4535.22,18,228.12,33667.59,286,283
C03626,2021-04-02,2021,4,Electronics,1,0,3.99,188.18,3.9,0,38,Free,239.85,4,63.21,30250.04,245,241
C01840,2023-10-12,2023,10,Electronics,2,0,3.99,134.19,4.1,0,50,Gold,113.29,1,105.32,39317.26,290,287
C01931,2024-04-30,2024,4,Electronics,5,0,3.99,368.54,4.1,1,36,Free,102.06,4,25.18,33388.59,295,291
C04335,2025-11-13,2025,11,Clothing & Apparel,3,50,9.99,138.87,4.1,1,18,Platinum,273.02,3,100.92,28149.83,240,240
C07710,2020-07-07,2020,7,Sports & Outdoors,1,0,6.99,43.36,4.7,1,32,Free,652.14,13,47.88,31542.99,266,261
C00595,2020-01-21,2020,1,Electronics,1,20,0,76.42,4.1,0,25,Free,255.4,2,112.2,35415.25,266,261
C00274,2021-08-09,2021,8,Electronics,5,0,6.99,848.11,4.1,0,24,Free,44.15,1,50.19,33747.82,267,260
C02623,2024-07-21,2024,7,Electronics,2,0,3.99,188.87,4.1,1,35,Gold,800.33,6,116.69,33667.59,286,283
C04740,2022-04-19,2022,4,Home & Kitchen,2,25,3.99,86.49,4.1,0,43,Platinum,997.46,24,46.55,35381.99,265,257
C05182,2022-12-16,2022,12,Clothing & Apparel,2,5,3.99,94.45,3.9,1,31,Free,1116.98,12,85.27,34494.54,281,275
C01975,2025-01-15,2025,1,Home & Kitchen,1,0,4.99,87.92,4.1,1,35,Free,1793.71,13,146.44,32012.75,255,249
C00735,2022-04-26,2022,4,Pet Supplies,3,0,3.99,32.57,4.1,0,36,Free,379.16,15,28.88,35381.99,265,257
C05820,2024-07-21,2024,7,Food & Grocery,1,0,3.99,20.95,4.1,1,26,Free,255.33,4,68.18,33667.59,286,283
C03363,2022-12-28,2022,12,Sports & Outdoors,3,0,3.99,186.35,4.1,1,36,Silver,827.16,27,31.31,34494.54,281,275
C04854,2021-12-04,2021,12,Health & Wellness,1,25,0,33.86,4.1,1,30,Free,877.39,38,25.35,39234.46,304,300
C06472,2025-11-03,2025,11,Books,1,30,0,18.1,4.1,1,24,Free,1052.29,13,80.67,28149.83,240,240
C02741,2021-12-18,2021,12,Clothing & Apparel,1,0,0,71.42,4.1,1,40,Free,714.28,9,83.77,39234.46,304,300
C07987,2022-06-23,2022,6,Beauty & Personal Care,1,0,0,31.74,4.1,0,22,Free,894.63,9,115.01,39403.82,270,262
C01812,2020-06-10,2020,6,Travel & Luggage,3,10,0,197.12,4.1,0,29,Gold,548.89,16,34.73,31689.22,258,256
C00731,2025-02-17,2025,2,Electronics,1,5,0,97.08,4.7,0,44,Free,1215.89,12,116.79,29197.88,255,255
C05041,2022-08-06,2022,8,Toys & Games,1,0,4.99,31.85,4.1,1,30,Free,2887.84,19,160.03,35474.91,277,274
C07276,2024-12-15,2024,12,Electronics,1,5,9.99,156.78,4.1,1,39,Gold,3093.58,28,100.01,31629.3,263,259
C06465,2023-02-10,2023,2,Automotive,2,0,3.99,164.24,4.5,1,23,Platinum,1866.6,9,186.72,32628.65,259,258
C02550,2024-04-06,2024,4,Clothing & Apparel,1,0,3.99,31.76,4.1,1,42,Silver,308.97,12,27.81,33388.59,295,291
C00861,2025-08-18,2025,8,Clothing & Apparel,1,20,3.99,50.4,4.1,1,43,Silver,2121.57,23,82.66,34388.76,290,286
C04885,2021-02-27,2021,2,Clothing & Apparel,1,0,3.99,39.94,4.5,1,35,Free,709.15,18,34.36,30976.31,257,250
C02331,2022-01-12,2022,1,Home & Kitchen,1,0,0,135.6,4.1,1,45,Silver,3203.34,41,77,35008.98,290,284
C05293,2024-06-15,2024,6,Food & Grocery,1,20,6.99,14.71,4.1,0,32,Gold,3135.99,39,71.08,31217.29,264,258
C04402,2024-06-28,2024,6,Food & Grocery,1,10,3.99,24.22,4.1,1,35,Silver,1162.05,47,26.81,31217.29,264,258
C07515,2025-08-26,2025,8,Jewelry & Accessories,1,15,0,45.23,4.1,1,42,Silver,311.56,18,15.86,34388.76,290,286
C06860,2025-05-18,2025,5,Health & Wellness,1,0,6.99,16.98,4.5,1,51,Gold,932.33,7,123.55,36208.38,287,283
C01423,2023-08-22,2023,8,Food & Grocery,1,20,3.99,19.36,4.1,0,47,Platinum,132.19,2,75.74,31889.91,261,256
C00210,2020-07-30,2020,7,Health & Wellness,1,0,0,15.18,4.1,1,18,Free,3006,20,141,31542.99,266,261
C02678,2020-06-06,2020,6,Home & Kitchen,2,0,9.99,125.73,4.1,0,19,Gold,87.42,1,86.59,31689.22,258,256
C02138,2025-10-28,2025,10,Clothing & Apparel,1,0,0,46.14,4.1,1,33,Free,1540.09,13,136.16,39940.71,287,282
C01439,2021-09-15,2021,9,Home & Kitchen,2,0,0,221.08,4.1,1,54,Free,1241.14,17,85.18,30858.17,263,256
C02540,2022-07-19,2022,7,Clothing & Apparel,1,0,0,30.09,4.1,0,39,Silver,651.21,8,93.62,31442.92,263,260
C02818,2024-10-08,2024,10,Electronics,1,0,4.99,142.25,4.1,0,21,Free,1945.69,28,63.35,31867.25,285,278
C07848,2023-07-18,2023,7,Beauty & Personal Care,3,0,6.99,74.37,4.1,1,36,Platinum,672.77,4,166.74,33716.87,263,258
C07912,2023-01-07,2023,1,Clothing & Apparel,5,0,3.99,353.9,4.1,0,51,Silver,851.06,25,38.83,38618.99,284,279
C01048,2025-09-23,2025,9,Home & Kitchen,2,0,6.99,175.75,4.2,0,43,Silver,355.28,20,20.08,34675.45,264,258
C01368,2020-12-30,2020,12,Electronics,1,0,9.99,199.33,4.7,1,36,Free,290.76,5,62.94,39996.64,303,294
C05272,2023-04-28,2023,4,Sports & Outdoors,3,0,6.99,138.3,4.1,0,39,Free,1859.92,29,58,36986.87,283,277
C01944,2025-06-28,2025,6,Toys & Games,1,0,6.99,32.26,4.1,1,36,Free,74.42,1,79.67,40777.79,306,297
C02772,2025-12-08,2025,12,Beauty & Personal Care,2,0,3.99,29.01,3.6,1,46,Silver,242.67,5,54.31,39321.84,304,298
C04795,2025-12-13,2025,12,Sports & Outdoors,3,0,0,104.82,4.1,0,41,Gold,882.78,12,67.03,39321.84,304,298
C00884,2024-06-10,2024,6,Automotive,1,0,6.99,123.27,4.1,1,55,Free,814.26,10,81.74,31217.29,264,258
C04925,2021-08-20,2021,8,Electronics,1,0,3.99,150.55,4.1,0,39,Free,5584.8,58,91.79,33747.82,267,260
C04002,2020-05-28,2020,5,Jewelry & Accessories,2,0,6.99,95.11,4.1,0,18,Free,495.42,6,96.3,38625.73,286,282
C00327,2023-08-14,2023,8,Health & Wellness,2,10,0,49.65,3.6,1,47,Gold,56.01,1,49.57,31889.91,261,256
C04961,2022-10-22,2022,10,Pet Supplies,3,5,6.99,47.21,4.1,0,46,Free,10553.35,49,207.91,39203.31,307,301
C04395,2021-04-11,2021,4,Home & Kitchen,1,5,0,169.15,4.1,0,45,Gold,1270.59,37,39.3,30250.04,245,241
C01784,2024-10-03,2024,10,Clothing & Apparel,2,0,0,172.15,4.1,1,21,Free,865.03,11,72.27,31867.25,285,278
C07819,2020-11-18,2020,11,Electronics,1,5,0,296.65,4.9,0,30,Free,117.71,3,43.78,36607.41,279,271
C01084,2023-04-28,2023,4,Clothing & Apparel,2,0,6.99,118.88,4.1,1,18,Free,2186.86,12,165.83,36986.87,283,277
C07075,2024-07-03,2024,7,Clothing & Apparel,1,0,0,113.68,4.1,0,19,Silver,1181.25,40,29.84,33667.59,286,283
C07075,2024-02-22,2024,2,Health & Wellness,3,0,0,83.77,4.1,1,19,Silver,1181.25,40,29.84,32650.56,271,267
C05004,2023-07-31,2023,7,Sports & Outdoors,2,10,6.99,115.34,4.1,1,40,Free,1007.83,12,74.53,33716.87,263,258
C03714,2025-05-07,2025,5,Electronics,3,0,9.99,517.23,3.6,0,23,Platinum,4106.37,24,179.45,36208.38,287,283
C01240,2022-01-17,2022,1,Toys & Games,1,0,4.99,78.41,4.1,0,57,Gold,248.1,4,68.16,35008.98,290,284
C02747,2023-08-16,2023,8,Health & Wellness,1,0,3.99,30.81,4.1,0,45,Free,537.59,9,61.09,31889.91,261,256
C05820,2024-04-21,2024,4,Health & Wellness,2,0,3.99,40.95,4,0,26,Free,255.33,4,68.18,33388.59,295,291
C02843,2024-04-11,2024,4,Beauty & Personal Care,1,0,4.99,40.36,4.1,1,37,Free,90.64,4,24.49,33388.59,295,291
C06152,2025-06-04,2025,6,Pet Supplies,1,0,0,27.26,4.1,0,37,Platinum,1816.39,5,421.92,40777.79,306,297
C01808,2025-01-30,2025,1,Home & Kitchen,3,15,0,285.38,4.1,0,49,Platinum,7997.8,14,531.44,32012.75,255,249
C01644,2022-08-10,2022,8,Office Supplies,4,0,6.99,348.7,4.1,0,34,Platinum,489.23,7,77.84,35474.91,277,274
C00636,2021-10-26,2021,10,Clothing & Apparel,1,50,0,34.79,4.1,1,29,Gold,1337.57,15,82.18,33889.76,284,280
C05882,2025-09-20,2025,9,Pet Supplies,1,0,0,62.15,4.1,1,42,Gold,175.18,6,26.51,34675.45,264,258
C07034,2021-10-21,2021,10,Sports & Outdoors,1,5,0,39.87,4.1,1,18,Free,6939.13,52,126.44,33889.76,284,280
C02515,2021-08-28,2021,8,Books,4,0,3.99,69.39,4.5,0,32,Platinum,4306.91,68,71.74,33747.82,267,260
C01293,2024-08-11,2024,8,Food & Grocery,1,0,0,19.35,4.1,1,24,Gold,445.37,4,127.36,31282.29,258,252
C03534,2024-01-12,2024,1,Books,1,0,6.99,22.95,4.1,1,47,Platinum,11328.9,48,213.92,31774.33,276,268
C04026,2020-10-04,2020,10,Books,1,0,0,11.39,4.1,1,36,Platinum,3931.29,18,195.49,31217.93,269,262
C01415,2020-03-29,2020,3,Home & Kitchen,2,0,0,384.86,4.1,1,52,Silver,432.73,10,47.76,32642.23,258,254
C03654,2021-08-23,2021,8,Home & Kitchen,2,0,3.99,248.7,4.1,1,54,Silver,2214.44,15,130.48,33747.82,267,260
C06454,2020-10-03,2020,10,Electronics,1,0,3.99,151.62,4.1,0,54,Silver,1132.89,36,35.32,31217.93,269,262
C07347,2020-12-07,2020,12,Electronics,1,0,4.99,87.13,4.1,1,28,Free,1911.74,32,65.51,39996.64,303,294
C01051,2023-09-02,2023,9,Books,3,20,0,56.11,4.1,1,42,Free,3363.05,69,42.99,33957.89,257,255
C03676,2022-01-08,2022,1,Jewelry & Accessories,1,0,4.99,60.8,3.4,1,18,Free,1478.08,36,40.88,35008.98,290,284
C05222,2022-10-05,2022,10,Home & Kitchen,1,15,4.99,32.24,4.1,1,37,Free,795.18,18,50.06,39203.31,307,301
C05637,2022-08-03,2022,8,Books,1,25,3.99,37.03,4.1,1,19,Free,1239.11,18,59.96,35474.91,277,274
C05658,2021-11-26,2021,11,Clothing & Apparel,2,15,9.99,181.28,4.1,1,40,Silver,2886.15,31,86.99,31966,260,254
C07753,2024-04-25,2024,4,Travel & Luggage,2,0,3.99,305.7,4.1,0,45,Free,1897.97,26,65,33388.59,295,291
C02613,2026-01-17,2026,1,Food & Grocery,1,5,4.99,19.2,4.1,1,25,Free,545.03,14,34.43,44793.18,316,309
C01463,2021-08-05,2021,8,Electronics,1,0,6.99,148.35,4.1,0,52,Free,57.82,1,52.03,33747.82,267,260
C04924,2021-10-03,2021,10,Books,1,5,4.99,24.71,4.5,1,53,Free,4856.62,19,270.28,33889.76,284,280
C06960,2024-05-10,2024,5,Pet Supplies,1,5,0,23.27,4.1,0,29,Free,671.99,16,41.72,29911.52,260,252
C05223,2025-11-27,2025,11,Home & Kitchen,1,0,6.99,119.96,4.1,0,24,Free,1272.12,14,97.7,28149.83,240,240
C00340,2026-03-14,2026,3,Electronics,1,5,3.99,78.66,4.1,1,27,Free,447.74,4,116.05,32872.17,266,261
C02710,2020-01-29,2020,1,Electronics,1,15,3.99,178.91,4.1,0,41,Platinum,1118.7,3,341.55,35415.25,266,261
C02795,2020-01-20,2020,1,Sports & Outdoors,2,0,4.99,69.61,4.1,1,46,Silver,2381.1,47,55.93,35415.25,266,261
C03367,2024-09-19,2024,9,Health & Wellness,3,0,0,44.38,2.8,1,24,Silver,1667.54,21,69.19,36001.08,293,290
C00626,2024-03-08,2024,3,Beauty & Personal Care,2,30,9.99,26.68,4.1,1,62,Free,70.23,2,36.11,38111.12,301,297
C01072,2024-12-03,2024,12,Jewelry & Accessories,3,0,9.99,298.44,4.1,1,52,Platinum,664.04,6,125.74,31629.3,263,259
C02673,2022-02-23,2022,2,Sports & Outdoors,1,15,0,60.21,4.1,0,18,Free,271.58,6,51.63,25922.18,237,236
C01814,2024-08-26,2024,8,Office Supplies,1,25,6.99,133.49,4.1,1,55,Gold,80.44,1,92.82,31282.29,258,252
C04856,2021-08-02,2021,8,Clothing & Apparel,1,0,4.99,105.26,3.6,1,33,Silver,784.99,23,35.7,33747.82,267,260
C04714,2021-03-18,2021,3,Clothing & Apparel,1,0,3.99,103.36,4.1,1,25,Silver,3999.66,21,180.31,36891.43,292,285
C03014,2025-10-10,2025,10,Clothing & Apparel,5,15,6.99,126.99,4.7,1,40,Free,3766.89,42,93.62,39940.71,287,282
C06700,2023-11-08,2023,11,Pet Supplies,2,0,3.99,74.81,4.1,1,50,Free,78.51,1,69.65,34414.38,265,262
C06358,2023-02-26,2023,2,Sports & Outdoors,1,0,9.99,48.08,4.6,1,32,Free,3466.34,17,192.34,32628.65,259,258
C05020,2020-08-08,2020,8,Clothing & Apparel,3,0,0,364.49,4.6,0,44,Free,767.39,23,33.52,35804.39,289,284
C01498,2022-09-10,2022,9,Home & Kitchen,5,15,4.99,493.52,4.1,0,37,Free,450.91,10,42.04,33303.4,273,268
C07066,2025-05-23,2025,5,Toys & Games,1,0,0,75.13,4.1,0,27,Silver,1659.14,13,141.89,36208.38,287,283
C02706,2020-12-08,2020,12,Sports & Outdoors,1,0,3.99,98.61,4.1,0,61,Free,207.2,4,49.97,39996.64,303,294
C01154,2024-01-27,2024,1,Home & Kitchen,3,0,9.99,151.1,4.1,1,25,Free,54.03,2,29.94,31774.33,276,268
C04075,2022-05-02,2022,5,Electronics,2,0,3.99,575.51,4.1,0,42,Silver,423.99,25,15.95,32317.62,254,249
C05698,2022-05-25,2022,5,Electronics,1,0,6.99,96.77,4.1,1,20,Free,181.89,21,9.33,32317.62,254,249
C07583,2025-06-16,2025,6,Home & Kitchen,2,0,0,138.07,4.1,1,47,Gold,969.81,5,184.39,40777.79,306,297
C00687,2023-02-25,2023,2,Electronics,2,0,3.99,203.96,3.5,0,18,Free,748.43,9,93.18,32628.65,259,258
C06057,2020-08-05,2020,8,Sports & Outdoors,1,0,0,68.95,4.3,1,18,Gold,240,8,30.23,35804.39,289,284
C03876,2023-08-31,2023,8,Electronics,2,20,0,134.11,4.1,1,35,Free,401.74,9,40.3,31889.91,261,256
C04824,2022-05-04,2022,5,Pet Supplies,2,0,9.99,88.99,4.1,1,38,Platinum,1456.1,32,46.92,32317.62,254,249
C07258,2022-07-12,2022,7,Beauty & Personal Care,4,15,4.99,64.05,4.1,1,37,Free,1331.75,15,87.59,31442.92,263,260
C03338,2025-09-26,2025,9,Electronics,1,0,3.99,149.35,4.1,1,33,Free,214.6,11,17.71,34675.45,264,258
C01068,2023-09-12,2023,9,Beauty & Personal Care,1,0,0,72.38,4.7,0,50,Gold,351.95,8,49.15,33957.89,257,255
C02791,2021-03-11,2021,3,Electronics,2,0,6.99,492.21,4.1,1,47,Silver,1685.95,13,135.72,36891.43,292,285
C03333,2024-03-28,2024,3,Jewelry & Accessories,2,0,3.99,288.87,4.1,1,34,Free,649.14,8,85.04,38111.12,301,297
C02639,2023-12-30,2023,12,Sports & Outdoors,3,20,0,89.43,3.5,1,34,Free,4037.13,16,254.92,32063.21,272,267
C02729,2020-05-09,2020,5,Clothing & Apparel,3,40,0,193.05,4.1,1,54,Free,3340.26,76,42.5,38625.73,286,282
C07828,2025-03-11,2025,3,Electronics,1,15,4.99,158.37,3.7,1,46,Platinum,1631.14,6,255.06,38073.94,302,301
C05286,2024-11-30,2024,11,Sports & Outdoors,3,0,0,67.52,4.7,1,33,Free,1380.64,15,90.65,34159.4,260,254
C07019,2025-02-08,2025,2,Clothing & Apparel,1,0,6.99,56.22,4.1,1,48,Gold,252.13,5,52.01,29197.88,255,255
C06099,2020-03-01,2020,3,Food & Grocery,1,0,6.99,33.15,4.1,1,31,Free,839.21,12,79.75,32642.23,258,254
C02070,2021-05-23,2021,5,Food & Grocery,3,0,6.99,92.2,4.1,0,37,Free,2499.66,17,151.54,34354.09,266,261
C06439,2023-07-30,2023,7,Clothing & Apparel,2,0,0,179.28,4.1,1,37,Free,657.69,23,29.2,33716.87,263,258
C02510,2020-09-30,2020,9,Home & Kitchen,1,0,0,150.02,4.1,1,43,Gold,2380.94,17,133.32,34467.9,241,237
C07317,2020-09-15,2020,9,Health & Wellness,1,0,3.99,20.73,4.1,1,43,Gold,1521.72,13,129.14,34467.9,241,237
C00105,2024-05-18,2024,5,Sports & Outdoors,1,10,3.99,33.09,4.1,1,33,Gold,929,12,86.72,29911.52,260,252
C04517,2024-01-26,2024,1,Home & Kitchen,3,20,3.99,228.9,4.1,1,21,Free,251.22,8,32.81,31774.33,276,268
C06707,2025-08-18,2025,8,Pet Supplies,1,10,0,32.92,4.1,1,44,Free,184.86,8,21,34388.76,290,286
C04929,2020-07-28,2020,7,Pet Supplies,1,0,0,39.55,4.1,0,40,Platinum,587.47,15,43.52,31542.99,266,261
C02563,2024-03-13,2024,3,Electronics,2,0,4.99,175.99,3.3,1,18,Gold,1986.04,7,296.38,38111.12,301,297
C00480,2021-05-16,2021,5,Beauty & Personal Care,2,0,0,72.81,4.1,0,40,Silver,1832.21,30,55.75,34354.09,266,261
C06164,2021-11-27,2021,11,Toys & Games,2,5,0,64.86,4.1,1,60,Free,1999.81,16,123.24,31966,260,254
C00896,2025-08-31,2025,8,Electronics,1,15,3.99,143.96,4.1,1,51,Silver,38.43,2,18.14,34388.76,290,286
C00969,2022-03-08,2022,3,Beauty & Personal Care,2,0,9.99,77.17,4,0,43,Platinum,5264.38,46,116.43,31024.2,260,256
C01152,2021-02-09,2021,2,Books,3,0,0,106.85,4.1,1,18,Free,2782.38,51,57.87,30976.31,257,250
